D:\NADJIBATA-audio-genre-classification\data\fairseq\audio
disco_disco.00018.wav	3
reggae_reggae.00065.wav	8
blues_blues.00038.wav	0
reggae_reggae.00004.wav	8
jazz_jazz.00000.wav	5
blues_blues.00059.wav	0
country_country.00070.wav	2
jazz_jazz.00099.wav	5
reggae_reggae.00052.wav	8
jazz_jazz.00049.wav	5
disco_disco.00061.wav	3
pop_pop.00097.wav	7
jazz_jazz.00026.wav	5
country_country.00056.wav	2
metal_metal.00016.wav	6
pop_pop.00090.wav	7
hiphop_hiphop.00076.wav	4
country_country.00026.wav	2
metal_metal.00006.wav	6
rock_rock.00088.wav	9
country_country.00037.wav	2
blues_blues.00020.wav	0
jazz_jazz.00088.wav	5
country_country.00029.wav	2
disco_disco.00096.wav	3
disco_disco.00027.wav	3
blues_blues.00044.wav	0
country_country.00058.wav	2
country_country.00001.wav	2
classical_classical.00055.wav	1
country_country.00090.wav	2
classical_classical.00001.wav	1
reggae_reggae.00042.wav	8
blues_blues.00093.wav	0
metal_metal.00004.wav	6
reggae_reggae.00000.wav	8
classical_classical.00070.wav	1
hiphop_hiphop.00085.wav	4
metal_metal.00045.wav	6
hiphop_hiphop.00057.wav	4
metal_metal.00046.wav	6
disco_disco.00004.wav	3
rock_rock.00023.wav	9
disco_disco.00062.wav	3
pop_pop.00013.wav	7
reggae_reggae.00031.wav	8
blues_blues.00085.wav	0
metal_metal.00079.wav	6
rock_rock.00083.wav	9
blues_blues.00005.wav	0
jazz_jazz.00075.wav	5
rock_rock.00000.wav	9
hiphop_hiphop.00046.wav	4
rock_rock.00058.wav	9
hiphop_hiphop.00052.wav	4
jazz_jazz.00015.wav	5
hiphop_hiphop.00049.wav	4
classical_classical.00067.wav	1
metal_metal.00050.wav	6
rock_rock.00069.wav	9
metal_metal.00064.wav	6
disco_disco.00077.wav	3
country_country.00003.wav	2
reggae_reggae.00026.wav	8
country_country.00018.wav	2
country_country.00004.wav	2
country_country.00084.wav	2
classical_classical.00051.wav	1
reggae_reggae.00047.wav	8
classical_classical.00066.wav	1
pop_pop.00031.wav	7
disco_disco.00033.wav	3
metal_metal.00043.wav	6
classical_classical.00099.wav	1
country_country.00019.wav	2
country_country.00089.wav	2
country_country.00068.wav	2
blues_blues.00048.wav	0
disco_disco.00098.wav	3
jazz_jazz.00011.wav	5
country_country.00073.wav	2
country_country.00048.wav	2
hiphop_hiphop.00002.wav	4
classical_classical.00061.wav	1
reggae_reggae.00050.wav	8
disco_disco.00037.wav	3
reggae_reggae.00027.wav	8
rock_rock.00084.wav	9
metal_metal.00076.wav	6
reggae_reggae.00072.wav	8
country_country.00061.wav	2
classical_classical.00015.wav	1
reggae_reggae.00069.wav	8
country_country.00034.wav	2
pop_pop.00095.wav	7
classical_classical.00030.wav	1
metal_metal.00071.wav	6
pop_pop.00015.wav	7
hiphop_hiphop.00081.wav	4
blues_blues.00035.wav	0
country_country.00009.wav	2
classical_classical.00007.wav	1
country_country.00032.wav	2
rock_rock.00037.wav	9
metal_metal.00026.wav	6
disco_disco.00068.wav	3
hiphop_hiphop.00023.wav	4
classical_classical.00037.wav	1
reggae_reggae.00062.wav	8
metal_metal.00047.wav	6
rock_rock.00032.wav	9
hiphop_hiphop.00064.wav	4
pop_pop.00020.wav	7
blues_blues.00066.wav	0
country_country.00039.wav	2
reggae_reggae.00020.wav	8
classical_classical.00063.wav	1
rock_rock.00039.wav	9
pop_pop.00001.wav	7
classical_classical.00000.wav	1
country_country.00075.wav	2
country_country.00028.wav	2
rock_rock.00096.wav	9
reggae_reggae.00093.wav	8
classical_classical.00073.wav	1
rock_rock.00050.wav	9
rock_rock.00051.wav	9
blues_blues.00069.wav	0
classical_classical.00091.wav	1
hiphop_hiphop.00069.wav	4
hiphop_hiphop.00091.wav	4
disco_disco.00094.wav	3
blues_blues.00097.wav	0
pop_pop.00083.wav	7
classical_classical.00005.wav	1
hiphop_hiphop.00084.wav	4
rock_rock.00028.wav	9
rock_rock.00093.wav	9
hiphop_hiphop.00090.wav	4
blues_blues.00053.wav	0
blues_blues.00074.wav	0
country_country.00051.wav	2
reggae_reggae.00021.wav	8
blues_blues.00014.wav	0
reggae_reggae.00036.wav	8
rock_rock.00046.wav	9
metal_metal.00073.wav	6
country_country.00017.wav	2
pop_pop.00017.wav	7
reggae_reggae.00044.wav	8
metal_metal.00000.wav	6
country_country.00062.wav	2
jazz_jazz.00017.wav	5
rock_rock.00048.wav	9
pop_pop.00041.wav	7
reggae_reggae.00005.wav	8
blues_blues.00052.wav	0
classical_classical.00068.wav	1
hiphop_hiphop.00074.wav	4
country_country.00069.wav	2
hiphop_hiphop.00062.wav	4
country_country.00098.wav	2
reggae_reggae.00089.wav	8
blues_blues.00032.wav	0
classical_classical.00093.wav	1
reggae_reggae.00015.wav	8
pop_pop.00087.wav	7
reggae_reggae.00082.wav	8
pop_pop.00061.wav	7
jazz_jazz.00070.wav	5
classical_classical.00041.wav	1
classical_classical.00039.wav	1
pop_pop.00086.wav	7
blues_blues.00030.wav	0
metal_metal.00089.wav	6
reggae_reggae.00068.wav	8
metal_metal.00007.wav	6
jazz_jazz.00063.wav	5
classical_classical.00085.wav	1
pop_pop.00053.wav	7
rock_rock.00076.wav	9
jazz_jazz.00024.wav	5
rock_rock.00008.wav	9
rock_rock.00075.wav	9
metal_metal.00058.wav	6
hiphop_hiphop.00014.wav	4
jazz_jazz.00081.wav	5
blues_blues.00018.wav	0
classical_classical.00074.wav	1
disco_disco.00093.wav	3
pop_pop.00004.wav	7
disco_disco.00034.wav	3
pop_pop.00063.wav	7
disco_disco.00012.wav	3
metal_metal.00033.wav	6
reggae_reggae.00061.wav	8
metal_metal.00034.wav	6
jazz_jazz.00033.wav	5
blues_blues.00051.wav	0
disco_disco.00072.wav	3
metal_metal.00070.wav	6
classical_classical.00017.wav	1
jazz_jazz.00048.wav	5
reggae_reggae.00056.wav	8
country_country.00014.wav	2
metal_metal.00065.wav	6
reggae_reggae.00003.wav	8
disco_disco.00091.wav	3
jazz_jazz.00023.wav	5
country_country.00000.wav	2
jazz_jazz.00060.wav	5
country_country.00020.wav	2
jazz_jazz.00052.wav	5
classical_classical.00021.wav	1
metal_metal.00067.wav	6
rock_rock.00063.wav	9
hiphop_hiphop.00043.wav	4
disco_disco.00065.wav	3
blues_blues.00040.wav	0
reggae_reggae.00067.wav	8
metal_metal.00094.wav	6
rock_rock.00057.wav	9
jazz_jazz.00018.wav	5
disco_disco.00060.wav	3
jazz_jazz.00047.wav	5
metal_metal.00080.wav	6
rock_rock.00090.wav	9
hiphop_hiphop.00082.wav	4
disco_disco.00052.wav	3
reggae_reggae.00084.wav	8
jazz_jazz.00034.wav	5
reggae_reggae.00098.wav	8
classical_classical.00058.wav	1
pop_pop.00056.wav	7
rock_rock.00094.wav	9
blues_blues.00067.wav	0
hiphop_hiphop.00055.wav	4
disco_disco.00099.wav	3
hiphop_hiphop.00006.wav	4
hiphop_hiphop.00075.wav	4
pop_pop.00012.wav	7
classical_classical.00028.wav	1
metal_metal.00038.wav	6
disco_disco.00056.wav	3
rock_rock.00052.wav	9
reggae_reggae.00059.wav	8
disco_disco.00054.wav	3
classical_classical.00081.wav	1
jazz_jazz.00004.wav	5
disco_disco.00043.wav	3
disco_disco.00083.wav	3
metal_metal.00066.wav	6
country_country.00082.wav	2
metal_metal.00055.wav	6
hiphop_hiphop.00031.wav	4
metal_metal.00061.wav	6
hiphop_hiphop.00005.wav	4
rock_rock.00026.wav	9
reggae_reggae.00077.wav	8
hiphop_hiphop.00036.wav	4
reggae_reggae.00030.wav	8
blues_blues.00055.wav	0
disco_disco.00015.wav	3
rock_rock.00067.wav	9
jazz_jazz.00093.wav	5
classical_classical.00013.wav	1
country_country.00005.wav	2
pop_pop.00034.wav	7
blues_blues.00034.wav	0
country_country.00021.wav	2
disco_disco.00011.wav	3
blues_blues.00001.wav	0
hiphop_hiphop.00041.wav	4
jazz_jazz.00097.wav	5
hiphop_hiphop.00035.wav	4
jazz_jazz.00001.wav	5
country_country.00071.wav	2
pop_pop.00008.wav	7
reggae_reggae.00095.wav	8
blues_blues.00003.wav	0
country_country.00012.wav	2
pop_pop.00046.wav	7
rock_rock.00078.wav	9
disco_disco.00066.wav	3
reggae_reggae.00035.wav	8
jazz_jazz.00082.wav	5
classical_classical.00011.wav	1
pop_pop.00058.wav	7
disco_disco.00073.wav	3
metal_metal.00072.wav	6
disco_disco.00025.wav	3
disco_disco.00006.wav	3
metal_metal.00059.wav	6
hiphop_hiphop.00013.wav	4
disco_disco.00045.wav	3
hiphop_hiphop.00065.wav	4
blues_blues.00088.wav	0
disco_disco.00092.wav	3
blues_blues.00009.wav	0
blues_blues.00096.wav	0
jazz_jazz.00038.wav	5
disco_disco.00031.wav	3
country_country.00052.wav	2
disco_disco.00021.wav	3
metal_metal.00068.wav	6
metal_metal.00041.wav	6
reggae_reggae.00041.wav	8
metal_metal.00042.wav	6
country_country.00038.wav	2
disco_disco.00057.wav	3
pop_pop.00006.wav	7
country_country.00057.wav	2
jazz_jazz.00090.wav	5
pop_pop.00050.wav	7
rock_rock.00022.wav	9
rock_rock.00056.wav	9
metal_metal.00005.wav	6
blues_blues.00080.wav	0
reggae_reggae.00043.wav	8
blues_blues.00091.wav	0
jazz_jazz.00021.wav	5
blues_blues.00036.wav	0
reggae_reggae.00099.wav	8
jazz_jazz.00077.wav	5
metal_metal.00096.wav	6
country_country.00044.wav	2
jazz_jazz.00002.wav	5
classical_classical.00006.wav	1
pop_pop.00023.wav	7
pop_pop.00068.wav	7
blues_blues.00008.wav	0
metal_metal.00019.wav	6
disco_disco.00019.wav	3
metal_metal.00056.wav	6
jazz_jazz.00059.wav	5
reggae_reggae.00001.wav	8
blues_blues.00045.wav	0
rock_rock.00024.wav	9
reggae_reggae.00091.wav	8
pop_pop.00062.wav	7
classical_classical.00047.wav	1
classical_classical.00003.wav	1
classical_classical.00097.wav	1
pop_pop.00018.wav	7
classical_classical.00053.wav	1
metal_metal.00074.wav	6
classical_classical.00048.wav	1
rock_rock.00045.wav	9
hiphop_hiphop.00019.wav	4
jazz_jazz.00042.wav	5
blues_blues.00056.wav	0
hiphop_hiphop.00058.wav	4
pop_pop.00078.wav	7
jazz_jazz.00055.wav	5
classical_classical.00035.wav	1
pop_pop.00067.wav	7
pop_pop.00044.wav	7
disco_disco.00075.wav	3
hiphop_hiphop.00097.wav	4
reggae_reggae.00049.wav	8
disco_disco.00089.wav	3
jazz_jazz.00079.wav	5
country_country.00083.wav	2
jazz_jazz.00069.wav	5
classical_classical.00090.wav	1
classical_classical.00012.wav	1
pop_pop.00092.wav	7
metal_metal.00024.wav	6
metal_metal.00013.wav	6
classical_classical.00018.wav	1
hiphop_hiphop.00038.wav	4
jazz_jazz.00089.wav	5
reggae_reggae.00064.wav	8
rock_rock.00025.wav	9
country_country.00097.wav	2
classical_classical.00089.wav	1
disco_disco.00088.wav	3
reggae_reggae.00017.wav	8
pop_pop.00040.wav	7
blues_blues.00011.wav	0
metal_metal.00063.wav	6
pop_pop.00030.wav	7
blues_blues.00013.wav	0
pop_pop.00052.wav	7
pop_pop.00028.wav	7
blues_blues.00062.wav	0
metal_metal.00092.wav	6
metal_metal.00090.wav	6
rock_rock.00042.wav	9
pop_pop.00072.wav	7
hiphop_hiphop.00020.wav	4
hiphop_hiphop.00056.wav	4
metal_metal.00003.wav	6
country_country.00064.wav	2
disco_disco.00016.wav	3
country_country.00060.wav	2
pop_pop.00022.wav	7
metal_metal.00044.wav	6
blues_blues.00095.wav	0
rock_rock.00061.wav	9
reggae_reggae.00032.wav	8
blues_blues.00078.wav	0
pop_pop.00010.wav	7
rock_rock.00059.wav	9
metal_metal.00039.wav	6
rock_rock.00095.wav	9
hiphop_hiphop.00021.wav	4
metal_metal.00085.wav	6
disco_disco.00082.wav	3
hiphop_hiphop.00008.wav	4
disco_disco.00040.wav	3
reggae_reggae.00029.wav	8
hiphop_hiphop.00093.wav	4
classical_classical.00077.wav	1
reggae_reggae.00055.wav	8
jazz_jazz.00084.wav	5
jazz_jazz.00031.wav	5
rock_rock.00036.wav	9
hiphop_hiphop.00054.wav	4
rock_rock.00027.wav	9
classical_classical.00052.wav	1
jazz_jazz.00030.wav	5
hiphop_hiphop.00050.wav	4
blues_blues.00079.wav	0
classical_classical.00040.wav	1
rock_rock.00040.wav	9
rock_rock.00020.wav	9
reggae_reggae.00083.wav	8
metal_metal.00014.wav	6
blues_blues.00027.wav	0
classical_classical.00054.wav	1
classical_classical.00075.wav	1
pop_pop.00025.wav	7
classical_classical.00031.wav	1
rock_rock.00097.wav	9
country_country.00074.wav	2
blues_blues.00098.wav	0
