genre,filename,duration,sample_rate,file_size_mb
blues,blues.00000.wav,30.013333333333332,22050,1.2623138427734375
blues,blues.00001.wav,30.013333333333332,22050,1.2623138427734375
blues,blues.00002.wav,30.013333333333332,22050,1.2623138427734375
blues,blues.00003.wav,30.013333333333332,22050,1.2623138427734375
blues,blues.00004.wav,30.013333333333332,22050,1.2623138427734375
blues,blues.00005.wav,30.013333333333332,22050,1.2623138427734375
blues,blues.00006.wav,30.013333333333332,22050,1.2623138427734375
blues,blues.00007.wav,30.013333333333332,22050,1.2623138427734375
blues,blues.00008.wav,30.013333333333332,22050,1.2623138427734375
blues,blues.00009.wav,30.013333333333332,22050,1.2623138427734375
blues,blues.00010.wav,30.013333333333332,22050,1.2623138427734375
blues,blues.00011.wav,30.013333333333332,22050,1.2623138427734375
blues,blues.00012.wav,30.013333333333332,22050,1.2623138427734375
blues,blues.00013.wav,30.013333333333332,22050,1.2623138427734375
blues,blues.00014.wav,30.013333333333332,22050,1.2623138427734375
blues,blues.00015.wav,30.013333333333332,22050,1.2623138427734375
blues,blues.00016.wav,30.013333333333332,22050,1.2623138427734375
blues,blues.00017.wav,30.013333333333332,22050,1.2623138427734375
blues,blues.00018.wav,30.013333333333332,22050,1.2623138427734375
blues,blues.00019.wav,30.013333333333332,22050,1.2623138427734375
blues,blues.00020.wav,30.013333333333332,22050,1.2623138427734375
blues,blues.00021.wav,30.013333333333332,22050,1.2623138427734375
blues,blues.00022.wav,30.013333333333332,22050,1.2623138427734375
blues,blues.00023.wav,30.013333333333332,22050,1.2623138427734375
blues,blues.00024.wav,30.013333333333332,22050,1.2623138427734375
blues,blues.00025.wav,30.013333333333332,22050,1.2623138427734375
blues,blues.00026.wav,30.013333333333332,22050,1.2623138427734375
blues,blues.00027.wav,30.013333333333332,22050,1.2623138427734375
blues,blues.00028.wav,30.013333333333332,22050,1.2623138427734375
blues,blues.00029.wav,30.013333333333332,22050,1.2623138427734375
blues,blues.00030.wav,30.013333333333332,22050,1.2623138427734375
blues,blues.00031.wav,30.013333333333332,22050,1.2623138427734375
blues,blues.00032.wav,30.013333333333332,22050,1.2623138427734375
blues,blues.00033.wav,30.013333333333332,22050,1.2623138427734375
blues,blues.00034.wav,30.013333333333332,22050,1.2623138427734375
blues,blues.00035.wav,30.013333333333332,22050,1.2623138427734375
blues,blues.00036.wav,30.013333333333332,22050,1.2623138427734375
blues,blues.00037.wav,30.013333333333332,22050,1.2623138427734375
blues,blues.00038.wav,30.013333333333332,22050,1.2623138427734375
blues,blues.00039.wav,30.013333333333332,22050,1.2623138427734375
blues,blues.00040.wav,30.013333333333332,22050,1.2623138427734375
blues,blues.00041.wav,30.013333333333332,22050,1.2623138427734375
blues,blues.00042.wav,30.013333333333332,22050,1.2623138427734375
blues,blues.00043.wav,30.013333333333332,22050,1.2623138427734375
blues,blues.00044.wav,30.013333333333332,22050,1.2623138427734375
blues,blues.00045.wav,30.013333333333332,22050,1.2623138427734375
blues,blues.00046.wav,30.013333333333332,22050,1.2623138427734375
blues,blues.00047.wav,30.013333333333332,22050,1.2623138427734375
blues,blues.00048.wav,30.013333333333332,22050,1.2623138427734375
blues,blues.00049.wav,30.013333333333332,22050,1.2623138427734375
blues,blues.00050.wav,30.013333333333332,22050,1.2623138427734375
blues,blues.00051.wav,30.013333333333332,22050,1.2623138427734375
blues,blues.00052.wav,30.013333333333332,22050,1.2623138427734375
blues,blues.00053.wav,30.013333333333332,22050,1.2623138427734375
blues,blues.00054.wav,30.013333333333332,22050,1.2623138427734375
blues,blues.00055.wav,30.013333333333332,22050,1.2623138427734375
blues,blues.00056.wav,30.013333333333332,22050,1.2623138427734375
blues,blues.00057.wav,30.013333333333332,22050,1.2623138427734375
blues,blues.00058.wav,30.013333333333332,22050,1.2623138427734375
blues,blues.00059.wav,30.013333333333332,22050,1.2623138427734375
blues,blues.00060.wav,30.013333333333332,22050,1.2623138427734375
blues,blues.00061.wav,30.013333333333332,22050,1.2623138427734375
blues,blues.00062.wav,30.013333333333332,22050,1.2623138427734375
blues,blues.00063.wav,30.013333333333332,22050,1.2623138427734375
blues,blues.00064.wav,30.013333333333332,22050,1.2623138427734375
blues,blues.00065.wav,30.013333333333332,22050,1.2623138427734375
blues,blues.00066.wav,30.013333333333332,22050,1.2623138427734375
blues,blues.00067.wav,30.013333333333332,22050,1.2623138427734375
blues,blues.00068.wav,30.013333333333332,22050,1.2623138427734375
blues,blues.00069.wav,30.013333333333332,22050,1.2623138427734375
blues,blues.00070.wav,30.013333333333332,22050,1.2623138427734375
blues,blues.00071.wav,30.013333333333332,22050,1.2623138427734375
blues,blues.00072.wav,30.013333333333332,22050,1.2623138427734375
blues,blues.00073.wav,30.013333333333332,22050,1.2623138427734375
blues,blues.00074.wav,30.013333333333332,22050,1.2623138427734375
blues,blues.00075.wav,30.013333333333332,22050,1.2623138427734375
blues,blues.00076.wav,30.013333333333332,22050,1.2623138427734375
blues,blues.00077.wav,30.013333333333332,22050,1.2623138427734375
blues,blues.00078.wav,30.013333333333332,22050,1.2623138427734375
blues,blues.00079.wav,30.013333333333332,22050,1.2623138427734375
blues,blues.00080.wav,30.013333333333332,22050,1.2623138427734375
blues,blues.00081.wav,30.013333333333332,22050,1.2623138427734375
blues,blues.00082.wav,30.013333333333332,22050,1.2623138427734375
blues,blues.00083.wav,30.013333333333332,22050,1.2623138427734375
blues,blues.00084.wav,30.013333333333332,22050,1.2623138427734375
blues,blues.00085.wav,30.013333333333332,22050,1.2623138427734375
blues,blues.00086.wav,30.013333333333332,22050,1.2623138427734375
blues,blues.00087.wav,30.013333333333332,22050,1.2623138427734375
blues,blues.00088.wav,30.013333333333332,22050,1.2623138427734375
blues,blues.00089.wav,30.013333333333332,22050,1.2623138427734375
blues,blues.00090.wav,30.013333333333332,22050,1.2623138427734375
blues,blues.00091.wav,30.013333333333332,22050,1.2623138427734375
blues,blues.00092.wav,30.013333333333332,22050,1.2623138427734375
blues,blues.00093.wav,30.013333333333332,22050,1.2623138427734375
blues,blues.00094.wav,30.013333333333332,22050,1.2623138427734375
blues,blues.00095.wav,30.013333333333332,22050,1.2623138427734375
blues,blues.00096.wav,30.013333333333332,22050,1.2623138427734375
blues,blues.00097.wav,30.013333333333332,22050,1.2623138427734375
blues,blues.00098.wav,30.013333333333332,22050,1.2623138427734375
blues,blues.00099.wav,30.013333333333332,22050,1.2623138427734375
classical,classical.00000.wav,30.013333333333332,22050,1.2623138427734375
classical,classical.00001.wav,30.013333333333332,22050,1.2623138427734375
classical,classical.00002.wav,30.013333333333332,22050,1.2623138427734375
classical,classical.00003.wav,30.013333333333332,22050,1.2623138427734375
classical,classical.00004.wav,30.013333333333332,22050,1.2623138427734375
classical,classical.00005.wav,30.013333333333332,22050,1.2623138427734375
classical,classical.00006.wav,30.013333333333332,22050,1.2623138427734375
classical,classical.00007.wav,30.013333333333332,22050,1.2623138427734375
classical,classical.00008.wav,30.013333333333332,22050,1.2623138427734375
